,area_id,area_name,crm_cd,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,crm_cd_desc,cross_street,date_occ,date_rptd,dr_no,location,location_1,mocodes,premis_cd,premis_desc,rpt_dist_no,status,status_desc,time_occ,vict_age,vict_descent,vict_sex,weapon_desc,weapon_used_cd,Month,Year,Latitude,Longitude,Zip Code
1885,01,Central,121,121,,,,"RAPE, FORCIBLE",,2016-03-01,2017-09-21T00:00:00.000,170125305,300 S  FIGUEROA                     ST,"{'type': 'Point', 'coordinates': [-118.2545, 34.0551]}",1814 0500,721,HIGH SCHOOL,0142,AA,Adult Arrest,1200,18,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,3,2016,34.0551,-118.2545,90071
1899,01,Central,121,121,,,,"RAPE, FORCIBLE",,2017-10-04,2017-10-04T00:00:00.000,170126280,500    WALL                         ST,"{'type': 'Point', 'coordinates': [-118.2458, 34.0449]}",0319 0500 2004 1814 2000 0344 0906,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0156,AO,Adult Other,0300,45,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.0449,-118.2458,90013
1917,01,Central,121,121,,,,"RAPE, FORCIBLE",,2017-10-18,2017-10-19T00:00:00.000,170127317,500 S  SAN PEDRO                    ST,"{'type': 'Point', 'coordinates': [-118.2439, 34.0442]}",,517,MISSIONS/SHELTERS,0157,IC,Invest Cont,1730,57,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.0442,-118.2439,90013
1927,01,Central,121,121,,,,"RAPE, FORCIBLE",SPRING,2017-10-27,2017-10-28T00:00:00.000,170128108,5TH                          ST,"{'type': 'Point', 'coordinates': [-118.2496, 34.0474]}",1218 1814 0416 0408 1601,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0154,AO,Adult Other,0200,49,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.0474,-118.2496,90014
2338,03,Southwest,121,121,860,,,"RAPE, FORCIBLE",,2016-01-01,2017-09-27T00:00:00.000,170322216,2700    KENWOOD                      AV,"{'type': 'Point', 'coordinates': [-118.2991, 34.0309]}",1258 0500 0522 0551 0529 0913,501,SINGLE FAMILY DWELLING,0326,IC,Invest Cont,0001,,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2016,34.0309,-118.2991,90007
2448,04,Hollenbeck,121,121,,,,"RAPE, FORCIBLE",MISSION                      RD,2016-05-30,2017-05-04T00:00:00.000,170409550,1ST                          ST,"{'type': 'Point', 'coordinates': [-118.2278, 34.0477]}",0400 0527,101,STREET,0461,AO,Adult Other,1530,20,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2016,34.0477,-118.2278,90013
2520,04,Hollenbeck,121,121,998,,,"RAPE, FORCIBLE",CUDAHY,2017-09-27,2017-09-27T00:00:00.000,170416062,LOCKE                        AV,"{'type': 'Point', 'coordinates': [-118.1775, 34.0918]}",1817 0527 0537 0510 0400 1310 1415,108,PARKING LOT,0418,AA,Adult Arrest,0100,18,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.0918,-118.1775,90032
2558,05,Harbor,121,121,998,,,"RAPE, FORCIBLE",PACIFIC                      AV,2017-10-07,2017-10-08T00:00:00.000,170501247,21ST                         ST,"{'type': 'Point', 'coordinates': [-118.2842, 33.7347]}",0408 0416 0432 0444 0527 1309 1310 1415 2000 1813,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0567,AO,Adult Other,2100,27,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,33.7347,-118.2842,90731
2600,05,Harbor,121,121,812,998,,"RAPE, FORCIBLE",,2017-04-22,2017-04-26T00:00:00.000,170509357,1600 W  PACIFIC COAST                HY,"{'type': 'Point', 'coordinates': [-118.29, 33.7941]}",1402 1415 0400 1258 1251 0360 0527 0503,501,SINGLE FAMILY DWELLING,0503,JA,Juv Arrest,0530,13,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2017,33.7941,-118.29,90710
2610,05,Harbor,121,121,998,,,"RAPE, FORCIBLE",,2017-05-18,2017-05-19T00:00:00.000,170510410,1500    254TH                        ST,"{'type': 'Point', 'coordinates': [-118.3042, 33.8016]}",0444 1402 1415 1409 0527 1804,501,SINGLE FAMILY DWELLING,0509,AO,Adult Other,1400,21,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,33.8016,-118.3042,90710
2740,05,Harbor,121,121,,,,"RAPE, FORCIBLE",,2017-06-04,2017-10-06T00:00:00.000,170517096,300    KING                         AV,"{'type': 'Point', 'coordinates': [-118.2749, 33.7731]}",0537 0522 1259 0444 1817 0913 0501 1251,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0524,AO,Adult Other,0001,14,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,6,2017,33.7731,-118.2749,90744
2787,06,Hollywood,121,121,998,,,"RAPE, FORCIBLE",,2017-04-30,2017-04-30T00:00:00.000,170600865,6200    FOUNTAIN                     AV,"{'type': 'Point', 'coordinates': [-118.3245, 34.0944]}",0527 0940 1402,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0666,AO,Adult Other,1730,27,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2017,34.0944,-118.3245,90028
2796,06,Hollywood,121,121,998,,,"RAPE, FORCIBLE",,2017-01-09,2017-01-10T00:00:00.000,170604423,1700 N  ARGYLE                       AV,"{'type': 'Point', 'coordinates': [-118.3252, 34.1016]}",0400 0500 0522 0501 0515 0516 0526 0527 0529 0551,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0637,AO,Adult Other,2200,27,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2017,34.1016,-118.3252,90028
2901,07,Wilshire,121,121,998,,,"RAPE, FORCIBLE",,2017-03-04,2017-03-31T00:00:00.000,170707866,5800 W  OLYMPIC                      BL,"{'type': 'Point', 'coordinates': [-118.3559, 34.0575]}",1817 1206 1262 0527 1402,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0743,AO,Adult Other,1730,25,A,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,3,2017,34.0575,-118.3559,90036
2906,20,Olympic,121,121,,,,"RAPE, FORCIBLE",,2011-04-15,2018-04-17T00:00:00.000,182013442,900 S  NORTON                       AV,"{'type': 'Point', 'coordinates': [-118.3199, 34.0556]}",0500 0558 0537,501,SINGLE FAMILY DWELLING,2041,IC,Invest Cont,0001,24,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2011,34.0556,-118.3199,90005
3021,08,West LA,121,121,998,,,"RAPE, FORCIBLE",,2017-05-14,2017-05-31T00:00:00.000,170810907,2300    WESTWOOD                     BL,"{'type': 'Point', 'coordinates': [-118.4305, 34.0424]}",0527 0532 0537 0536 0510 0522 0400 0913 1415,503,HOTEL,0884,IC,Invest Cont,2300,31,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,34.0424,-118.4305,90064
3210,09,Van Nuys,121,121,,,,"RAPE, FORCIBLE",,2017-09-30,2017-09-30T00:00:00.000,170901650,6500    WOODMAN                      AV,"{'type': 'Point', 'coordinates': [-118.4312, 34.1886]}",1813 2000 1414 1415 0515,501,SINGLE FAMILY DWELLING,0929,AO,Adult Other,0530,57,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.1886,-118.4312,91401
3342,09,Van Nuys,121,121,,,,"RAPE, FORCIBLE",,2017-10-31,2017-11-01T00:00:00.000,170919741,15000    BURBANK                      BL,"{'type': 'Point', 'coordinates': [-118.4589, 34.1766]}",1261 1817 1206 2001 2002 1415 0536 0537 0512 0515,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0941,AA,Adult Arrest,2355,25,A,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.1766,-118.4589,91411
3443,10,West Valley,121,121,812,,,"RAPE, FORCIBLE",SATICOY                      ST,2012-01-01,2017-04-21T00:00:00.000,171011795,BALBOA                       BL,"{'type': 'Point', 'coordinates': [-118.5011, 34.2084]}",0500 1259,501,SINGLE FAMILY DWELLING,1008,AO,Adult Other,1200,12,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2012,34.2084,-118.5011,91406
3616,10,West Valley,121,121,,,,"RAPE, FORCIBLE",,2014-09-06,2017-10-16T00:00:00.000,171017288,18700    LINNET                       ST,"{'type': 'Point', 'coordinates': [-118.5411, 34.1672]}",1815 1251 1259 2024 1817 0444 0537 0527 0913,721,HIGH SCHOOL,1063,JA,Juv Arrest,1530,15,W,F,PHYSICAL PRESENCE,515,9,2014,34.1672,-118.5411,91356
3690,10,West Valley,121,121,,,,"RAPE, FORCIBLE",UNKNOWN,2013-03-17,2017-10-23T00:00:00.000,171018016,UNKNOWN,"{'type': 'Point', 'coordinates': [0, 0]}",1823 0400 1206 0444 0532 0515 0527 0501 0516,501,SINGLE FAMILY DWELLING,1002,IC,Invest Cont,1200,15,H,F,PHYSICAL PRESENCE,515,3,2013,0.0,0.0,NaN
3694,11,Northeast,121,121,998,,,"RAPE, FORCIBLE",,2017-01-07,2017-01-12T00:00:00.000,171100509,1600 N  KENMORE                      AV,"{'type': 'Point', 'coordinates': [-118.2972, 34.1]}",0351 0527 0526 0510 0522 1814 1402 1268,501,SINGLE FAMILY DWELLING,1151,IC,Invest Cont,1000,26,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2017,34.1,-118.2972,90029
3871,11,Northeast,121,121,,,,"RAPE, FORCIBLE",GLENDALE,2012-10-01,2017-10-19T00:00:00.000,171118229,SILVER LAKE,"{'type': 'Point', 'coordinates': [-118.2592, 34.1008]}",0527 0913,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1144,IC,Invest Cont,0400,29,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2012,34.1008,-118.2592,90039
4121,12,77th Street,121,121,,,,"RAPE, FORCIBLE",,2017-10-04,2017-10-04T00:00:00.000,171224261,6500    WEST                         BL,"{'type': 'Point', 'coordinates': [-118.3352, 33.9806]}",2000 1814 0416 0446 0408 0401 0443 0519 0527,501,SINGLE FAMILY DWELLING,1241,AA,Adult Arrest,0300,36,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,33.9806,-118.3352,90043
4173,12,77th Street,121,121,,,,"RAPE, FORCIBLE",,2017-10-16,2017-10-25T00:00:00.000,171225881,7600 S  DALTON                       AV,"{'type': 'Point', 'coordinates': [-118.3035, 33.9709]}",0913 0527 0516,501,SINGLE FAMILY DWELLING,1255,IC,Invest Cont,2130,42,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,33.9709,-118.3035,90047
4258,13,Newton,121,121,,,,"RAPE, FORCIBLE",,2017-08-01,2017-08-01T00:00:00.000,171317560,6400    AVALON                       BL,"{'type': 'Point', 'coordinates': [-118.2652, 33.9816]}",0500 0913,501,SINGLE FAMILY DWELLING,1395,AO,Adult Other,0630,15,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,8,2017,33.9816,-118.2652,90003
4814,16,Foothill,121,121,,,,"RAPE, FORCIBLE",,2015-12-13,2017-08-18T00:00:00.000,171613246,11200    GLENOAKS                     BL,"{'type': 'Point', 'coordinates': [-118.4202, 34.2733]}",0500 0501 0522 1259,103,ALLEY,1612,AO,Adult Other,0100,15,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2015,34.2733,-118.4202,91331
4818,16,Foothill,121,121,998,,,"RAPE, FORCIBLE",PAXTON,2017-08-22,2017-08-23T00:00:00.000,171613464,BORDEN,"{'type': 'Point', 'coordinates': [-118.4147, 34.282]}",1415 1817 1022 0510 1310 0515 0540 0527 0519 1409,103,ALLEY,1602,AO,Adult Other,2200,20,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,8,2017,34.282,-118.4147,91340
4990,17,Devonshire,121,121,,,,"RAPE, FORCIBLE",,2017-05-20,2017-08-16T00:00:00.000,171715911,9500    ZELZAH                       AV,"{'type': 'Point', 'coordinates': [-118.5232, 34.2432]}",0515 0500 1300 0913 0510 0536 0448 0444 0537 0508,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1787,AO,Adult Other,1800,59,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,34.2432,-118.5232,91325
5397,19,Mission,121,121,998,,,"RAPE, FORCIBLE",TELFAIR,2017-10-15,2017-10-15T00:00:00.000,171900925,OLDEN                        ST,"{'type': 'Point', 'coordinates': [-118.4784, 34.3117]}",0527 1206 1817 2002 0536 0515,122,"VEHICLE, PASSENGER/TRUCK",1911,AO,Adult Other,0130,21,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.3117,-118.4784,91344
5406,19,Mission,121,121,,,,"RAPE, FORCIBLE",,2016-10-01,2017-02-23T00:00:00.000,171906757,9000    ORION                        AV,"{'type': 'Point', 'coordinates': [-118.472, 34.2338]}",1258 0512 0527 0448 0537 1817,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1971,AO,Adult Other,1200,10,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2016,34.2338,-118.472,91343
5437,19,Mission,121,121,,,,"RAPE, FORCIBLE",HUBBARD,2016-11-15,2017-06-21T00:00:00.000,171913564,BRADLEY,"{'type': 'Point', 'coordinates': [0, 0]}",1259 0527 0913 1206 0448 0537 1262 1817,101,STREET,1925,AO,Adult Other,2000,16,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2016,0.0,0.0,NaN
5458,19,Mission,121,121,998,,,"RAPE, FORCIBLE",,2017-07-30,2017-08-04T00:00:00.000,171915931,15000    HARVEST                      ST,"{'type': 'Point', 'coordinates': [-118.459, 34.2785]}",0527 0532 0360 1206 1817 1402,501,SINGLE FAMILY DWELLING,1935,AO,Adult Other,1700,42,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,7,2017,34.2785,-118.459,91345
5524,19,Mission,121,121,998,,,"RAPE, FORCIBLE",PARTHENIA                    ST,2017-09-29,2017-09-30T00:00:00.000,171919124,SEPULVEDA                    BL,"{'type': 'Point', 'coordinates': [-118.4676, 34.2283]}",0527 1402 1822 1206 0522 0532,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1982,AO,Adult Other,0400,18,A,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.2283,-118.4676,91343
5786,20,Olympic,121,121,,,,"RAPE, FORCIBLE",,2017-09-29,2017-09-29T00:00:00.000,172018013,600 S  LA FAYETTE PARK              PL,"{'type': 'Point', 'coordinates': [-118.2878, 34.0652]}",0500,109,PARK/PLAYGROUND,2029,IC,Invest Cont,0001,27,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,34.0652,-118.2878,90057
5886,21,Topanga,121,121,,,,"RAPE, FORCIBLE",,2017-03-31,2017-04-06T00:00:00.000,172108939,22500    VOSE                         ST,"{'type': 'Point', 'coordinates': [0, 0]}",1814 2000 0527 0508 0510 0528 0540 0501,501,SINGLE FAMILY DWELLING,2133,AA,Adult Arrest,2100,24,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,3,2017,0.0,0.0,NaN
5936,21,Topanga,121,121,813,,,"RAPE, FORCIBLE",,2015-01-01,2017-09-13T00:00:00.000,172117085,23100    AVENUE SAN LUIS,"{'type': 'Point', 'coordinates': [-118.6302, 34.1618]}",1259,501,SINGLE FAMILY DWELLING,2183,AA,Adult Arrest,0800,13,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2015,34.1618,-118.6302,91367
6102,20,Olympic,121,121,998,,,"RAPE, FORCIBLE",,2016-07-04,2016-09-27T00:00:00.000,162017402,5000    CLINTON                      ST,"{'type': 'Point', 'coordinates': [-118.3112, 34.0817]}",0913 0372 1206 0500 0513 0515 0527 1814 1402,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2002,AO,Adult Other,1145,40,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,7,2016,34.0817,-118.3112,90004
6117,12,77th Street,121,121,,,,"RAPE, FORCIBLE",,2017-01-13,2017-01-14T00:00:00.000,171204924,600 W  61ST                         ST,"{'type': 'Point', 'coordinates': [-118.2841, 33.9842]}",1402 1820 0522 0408 0526 0527 1415 1822,501,SINGLE FAMILY DWELLING,1239,IC,Invest Cont,2300,47,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2017,33.9842,-118.2841,90037
6118,12,77th Street,121,121,,,,"RAPE, FORCIBLE",SLAUSON,2017-01-14,2017-01-14T00:00:00.000,171204948,WESTERN                      AV,"{'type': 'Point', 'coordinates': [-118.3089, 33.9892]}",1218 0522 0527 0416 0446 0417 0319 0342 1822,101,STREET,1233,IC,Invest Cont,0400,49,W,F,BLUNT INSTRUMENT,302,1,2017,33.9892,-118.3089,90062
6119,12,77th Street,121,121,,,,"RAPE, FORCIBLE",GRAND                        AV,2017-01-25,2017-01-25T00:00:00.000,171205771,80TH                         ST,"{'type': 'Point', 'coordinates': [-118.2804, 33.9669]}",0400 0500 0532 1822,501,SINGLE FAMILY DWELLING,1266,IC,Invest Cont,0200,24,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2017,33.9669,-118.2804,90003
6120,12,77th Street,121,121,,,,"RAPE, FORCIBLE",48TH                         ST,2017-02-13,2017-02-13T00:00:00.000,171207052,SAINT ANDREWS                PL,"{'type': 'Point', 'coordinates': [-118.3113, 34.0001]}",0908 1303 0503 0515 0302 0344 0419 0421 0527 1822,101,STREET,1203,IC,Invest Cont,0520,21,B,F,REVOLVER,101,2,2017,34.0001,-118.3113,90062
6121,12,77th Street,121,121,,,,"RAPE, FORCIBLE",,2017-02-22,2017-02-22T00:00:00.000,171207771,300 E  74TH                         ST,"{'type': 'Point', 'coordinates': [-118.2695, 33.973]}",1415 1309 0526 0537 0542 0516 1022 1822,101,STREET,1259,IC,Invest Cont,0100,18,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,2,2017,33.973,-118.2695,90003
6122,12,77th Street,121,121,,,,"RAPE, FORCIBLE",,2017-06-11,2017-06-12T00:00:00.000,171215748,5100 S  MANHATTAN                    PL,"{'type': 'Point', 'coordinates': [-118.3101, 33.9964]}",0913 0527 1300 1415 1262 1402 1822,501,SINGLE FAMILY DWELLING,1203,IC,Invest Cont,1900,40,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,6,2017,33.9964,-118.3101,90062
6509,21,Topanga,121,121,812,,,"RAPE, FORCIBLE",,2017-07-20,2018-03-21T00:00:00.000,182110212,20800    BURBANK                      BL,"{'type': 'Point', 'coordinates': [-118.5854, 34.172]}",0533 1258,101,STREET,2177,AA,Adult Arrest,1600,14,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,7,2017,34.172,-118.5854,91367
7638,05,Harbor,121,121,812,,,"RAPE, FORCIBLE",,2010-01-01,2018-05-30T00:00:00.000,180511594,500    BROAD                        AV,"{'type': 'Point', 'coordinates': [-118.2608, 33.7757]}",0443 0344 0432 0439 0444 0527 1251 1258 1305 1309,122,"VEHICLE, PASSENGER/TRUCK",0529,IC,Invest Cont,1000,17,H,F,OTHER KNIFE,207,1,2010,33.7757,-118.2608,90744
10225,19,Mission,121,121,910,,,"RAPE, FORCIBLE",PARTHENIA                    ST,2017-10-31,2018-06-06T00:00:00.000,181912215,COLUMBUS                     AV,"{'type': 'Point', 'coordinates': [-118.4654, 34.2283]}",0216 0449 0342 1313 0418 0448 1305 0537 0527 1822,102,SIDEWALK,1982,IC,Invest Cont,2100,19,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.2283,-118.4654,91343
11039,18,Southeast,121,121,,,,"RAPE, FORCIBLE",,2015-12-23,2018-05-18T00:00:00.000,181811798,11300 S  FIGUEROA                     ST,"{'type': 'Point', 'coordinates': [-118.2826, 33.932]}",0913 0444 0408 0504 0516 0527 0531 0536 0906 0371,505,MOTEL,1842,IC,Invest Cont,0030,28,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2015,33.932,-118.2826,90061
11043,18,Southeast,121,121,,,,"RAPE, FORCIBLE",,2010-01-08,2018-05-29T00:00:00.000,181812434,100 W  105TH                        ST,"{'type': 'Point', 'coordinates': [-118.2739, 33.9411]}",0913 0527 0500 0906,501,SINGLE FAMILY DWELLING,1832,IC,Invest Cont,1200,42,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2010,33.9411,-118.2739,90044
12193,02,Rampart,121,121,,,,"RAPE, FORCIBLE",,2016-01-13,2018-06-08T00:00:00.000,180213114,100 S  CORONADO                     ST,"{'type': 'Point', 'coordinates': [-118.2779, 34.0697]}",1202 2021 0501 0536 0360 0341 0503 0527 0602,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0233,IC,Invest Cont,0001,65,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2016,34.0697,-118.2779,90057
12398,05,Harbor,121,121,,,,"RAPE, FORCIBLE",BAYVIEW,2017-09-13,2017-09-13T00:00:00.000,170515918,PACIFIC COAST                HY,"{'type': 'Point', 'coordinates': [-118.2708, 33.7908]}",0537 0527 2033 0906 1816,501,SINGLE FAMILY DWELLING,0532,AO,Adult Other,0400,19,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,9,2017,33.7908,-118.2708,90744
12456,08,West LA,121,121,,,,"RAPE, FORCIBLE",SAN VICENTE                  BL,2017-03-18,2017-03-19T00:00:00.000,170807524,BRISTOL,"{'type': 'Point', 'coordinates': [-118.4852, 34.0496]}",0913 1206 1262 1309 0527,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0825,IC,Invest Cont,0030,26,X,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,3,2017,34.0496,-118.4852,90402
14618,18,Southeast,121,121,,,,"RAPE, FORCIBLE",ANZAC,2017-11-12,2017-11-13T00:00:00.000,171822470,103RD                        ST,"{'type': 'Point', 'coordinates': [-118.2379, 33.9432]}",1822 0446 0429 0537,102,SIDEWALK,1838,IC,Invest Cont,2300,54,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,33.9432,-118.2379,90002
15651,19,Mission,121,121,,,,"RAPE, FORCIBLE",,2013-05-01,2018-04-24T00:00:00.000,181912531,12200    SAN FERNANDO                 RD,"{'type': 'Point', 'coordinates': [-118.4506, 34.2918]}",1020 1259 1817 2021 0410 0513 0522 0532 0527 0512,505,MOTEL,1924,IC,Invest Cont,1200,16,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2013,34.2918,-118.4506,91340
15704,20,Olympic,121,121,,,,"RAPE, FORCIBLE",,2017-05-01,2018-04-22T00:00:00.000,182012356,200 S  JUANITA                      AV,"{'type': 'Point', 'coordinates': [-118.2898, 34.0704]}",0500,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2019,IC,Invest Cont,0001,28,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,34.0704,-118.2898,90057
15805,14,Pacific,121,121,998,,,"RAPE, FORCIBLE",,2010-04-06,2010-04-06T00:00:00.000,101410158,6200 W  CENTURY                      BL,"{'type': 'Point', 'coordinates': [-118.3909, 33.9472]}",0369 0507 0501 0500 0531 0527 0523 1402 1601 1817,503,HOTEL,1496,AO,Adult Other,2300,18,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2010,33.9472,-118.3909,90045
15820,07,Wilshire,121,121,998,,,"RAPE, FORCIBLE",,2015-02-13,2016-02-13T00:00:00.000,160700588,5500 W  6TH                          ST,"{'type': 'Point', 'coordinates': [-118.3548, 34.0677]}",0500,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0734,AO,Adult Other,0445,19,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,2,2015,34.0677,-118.3548,90036
15836,06,Hollywood,121,121,998,,,"RAPE, FORCIBLE",,2017-06-12,2017-06-12T00:00:00.000,170613759,1200 N  JUNE                         ST,"{'type': 'Point', 'coordinates': [-118.3342, 34.0926]}",1402,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0663,AO,Adult Other,0100,30,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,6,2017,34.0926,-118.3342,90038
15838,07,Wilshire,121,121,,,,"RAPE, FORCIBLE",,2017-05-06,2017-05-06T00:00:00.000,170709631,2100    2ND                          AV,"{'type': 'Point', 'coordinates': [-118.3189, 34.038]}",0500 1415,501,SINGLE FAMILY DWELLING,0789,AO,Adult Other,1900,29,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,34.038,-118.3189,90018
15912,04,Hollenbeck,121,121,,,,"RAPE, FORCIBLE",,2016-10-25,2018-05-29T00:00:00.000,180411038,600 S  SOTO                         ST,"{'type': 'Point', 'coordinates': [-118.2166, 34.0376]}",1241 1821 0527 2000,501,SINGLE FAMILY DWELLING,0473,AO,Adult Other,0001,53,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2016,34.0376,-118.2166,90033
16373,01,Central,121,121,998,,,"RAPE, FORCIBLE",,2017-11-05,2017-11-05T00:00:00.000,170128715,500 S  BROADWAY,"{'type': 'Point', 'coordinates': [-118.2507, 34.0481]}",1402 1415 1206 1309 1310 0503 0529 2034 0534,107,VACANT LOT,0153,IC,Invest Cont,0233,24,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0481,-118.2507,90014
16468,01,Central,121,121,998,,,"RAPE, FORCIBLE",SAN PEDRO,2017-11-25,2017-11-27T00:00:00.000,170101332,5TH,"{'type': 'Point', 'coordinates': [-118.2439, 34.0442]}",0400 0500 1402,102,SIDEWALK,0156,IC,Invest Cont,1300,51,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,11,2017,34.0442,-118.2439,90013
16511,01,Central,121,121,,,,"RAPE, FORCIBLE",SAN PEDRO,2017-10-25,2017-10-27T00:00:00.000,170128085,8TH,"{'type': 'Point', 'coordinates': [-118.2488, 34.0387]}",0500 1218 0507,102,SIDEWALK,0176,IC,Invest Cont,0300,35,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2017,34.0387,-118.2488,90014
